Komentar,Label
ikan sapu2 sekarang banyak dicari warga baru baru ini,positif
ikan sapu-sapu membuat habitat ikan lain terganggu saat ini,negatif
pleco sering dianggap hama air tahun ini,negatif
ikan sapu-sapu menjadi perhatian masyarakat saat ini,netral
ikan sapu-sapu terlalu banyak di sungai baru baru ini,negatif
bentuk ikan sapu sapu terlihat menyeramkan belakangan ini,negatif
ikan sapu-sapu mulai dimanfaatkan warga sekitar,positif
ikan sapu2 banyak ditangkap warga,netral
ikan sapu-sapu mulai sering ditemukan,netral
saya tidak suka melihat pleco di daerah saya,negatif
ikan sapu-sapu merusak ekosistem sungai,negatif
ikan sapu2 menjadi topik pembicaraan warga,netral
ikan sapu-sapu sedang ramai dibahas akhir akhir ini,netral
saya tidak suka melihat pleco saat ini,negatif
ternyata ikan sapu sapu enak dimakan beberapa minggu terakhir,positif
pleco membuat habitat ikan lain terganggu,negatif
pleco menarik untuk dibahas saat ini,positif
ikan sapu sapu bisa dimanfaatkan masyarakat,positif
banyak orang penasaran dengan rasa ikan sapu2,positif
ikan sapu sapu memiliki bau yang tidak sedap sekarang ini,negatif
ikan sapu2 memiliki bau yang tidak sedap belakangan ini,negatif
banyak orang penasaran dengan rasa pleco beberapa minggu terakhir,positif
ternyata ikan sapu sapu enak dimakan saat ini,positif
olahan ikan sapu2 terlihat lezat sekarang ini,positif
ikan sapu2 bisa jadi makanan alternatif tahun ini,positif
bentuk ikan sapu sapu terlihat menyeramkan di daerah saya,negatif
ikan sapu-sapu menjadi perhatian masyarakat tahun ini,netral
ikan sapu-sapu merusak ekosistem sungai sekarang ini,negatif
ikan sapu2 berasal dari amerika selatan tahun ini,netral
ikan sapu2 hidup di air tawar akhir akhir ini,netral
ikan sapu2 sulit dikendalikan populasinya saat ini,negatif
ternyata ikan sapu sapu memiliki nilai jual baru baru ini,positif
banyak orang penasaran dengan rasa ikan sapu-sapu baru baru ini,positif
pleco memiliki ukuran yang cukup besar belakangan ini,netral
pleco mulai dimanfaatkan warga sekitar beberapa minggu terakhir,positif
ikan sapu sapu banyak ditemukan di daerah tertentu saat ini,netral
bentuk pleco terlihat menyeramkan baru baru ini,negatif
ikan sapu2 hidup di air tawar,netral
olahan ikan sapu sapu terlihat lezat akhir akhir ini,positif
ternyata pleco enak dimakan belakangan ini,positif
pleco sekarang banyak dicari warga di daerah saya,positif
ikan sapu2 memiliki ukuran yang cukup besar,netral
ikan sapu sapu ditemukan di banyak sungai,netral
ikan sapu-sapu menarik untuk dibahas di daerah saya,positif
ikan sapu sapu sulit dikendalikan populasinya sekarang ini,negatif
saya tidak suka melihat ikan sapu-sapu saat ini,negatif
ikan sapu sapu merusak ekosistem sungai,negatif
ikan sapu2 berkembang terlalu cepat,negatif
pleco berkembang terlalu cepat baru baru ini,negatif
ternyata pleco memiliki nilai jual di daerah saya,positif
ikan sapu sapu menjadi perhatian masyarakat,netral
pleco merusak ekosistem sungai,negatif
ikan sapu-sapu berkembang terlalu cepat sekarang ini,negatif
masih banyak warga takut makan ikan sapu2 belakangan ini,negatif
ikan sapu sapu hidup di air tawar tahun ini,netral
ternyata ikan sapu2 memiliki nilai jual,positif
pleco hidup di air tawar,netral
ikan sapu sapu banyak ditemukan di daerah tertentu akhir akhir ini,netral
ikan sapu sapu membuat habitat ikan lain terganggu,negatif
ikan sapu-sapu merusak ekosistem sungai saat ini,negatif
saya tidak suka melihat ikan sapu-sapu,negatif
masih banyak warga takut makan ikan sapu2,negatif
ikan sapu2 berkembang terlalu cepat akhir akhir ini,negatif
ikan sapu-sapu sedang ramai dibahas tahun ini,netral
saya tidak suka melihat ikan sapu sapu sekarang ini,negatif
ikan sapu sapu berkembang terlalu cepat sekarang ini,negatif
pleco memiliki bau yang tidak sedap,negatif
ikan sapu-sapu menarik untuk dibahas,positif
ikan sapu sapu terlalu banyak di sungai,negatif
ikan sapu2 sering dianggap hama air akhir akhir ini,negatif
ikan sapu2 sering dianggap hama air beberapa minggu terakhir,negatif
olahan ikan sapu sapu terlihat lezat beberapa minggu terakhir,positif
ikan sapu sapu sedang ramai dibahas baru baru ini,netral
ternyata ikan sapu-sapu memiliki nilai jual,positif
ternyata ikan sapu-sapu enak dimakan,positif
pleco memiliki ukuran yang cukup besar di daerah saya,netral
ternyata pleco enak dimakan saat ini,positif
ikan sapu2 memiliki ukuran yang cukup besar sekarang ini,netral
bentuk ikan sapu2 terlihat menyeramkan di daerah saya,negatif
pleco terlalu banyak di sungai sekarang ini,negatif
ikan sapu2 menarik untuk dibahas di daerah saya,positif
ikan sapu-sapu hidup di air tawar saat ini,netral
ikan sapu-sapu bisa jadi makanan alternatif,positif
ikan sapu sapu terlalu banyak di sungai di daerah saya,negatif
ikan sapu sapu banyak ditangkap warga,netral
bentuk pleco terlihat menyeramkan di daerah saya,negatif
ikan sapu sapu terlalu banyak di sungai belakangan ini,negatif
ikan sapu2 sekarang banyak dicari warga belakangan ini,positif
ternyata ikan sapu2 enak dimakan baru baru ini,positif
ikan sapu sapu berasal dari amerika selatan,netral
pleco merusak ekosistem sungai baru baru ini,negatif
ikan sapu sapu mulai sering ditemukan,netral
ikan sapu sapu merusak ekosistem sungai saat ini,negatif
ikan sapu2 berasal dari amerika selatan baru baru ini,netral
ikan sapu2 hidup di air tawar sekarang ini,netral
ikan sapu2 banyak ditangkap warga belakangan ini,netral
ikan sapu2 menjadi topik pembicaraan warga saat ini,netral
ikan sapu-sapu berasal dari amerika selatan,netral
ikan sapu2 mulai sering ditemukan akhir akhir ini,netral
ikan sapu2 mulai sering ditemukan di daerah saya,netral
banyak orang penasaran dengan rasa pleco,positif
ikan sapu-sapu menjadi perhatian masyarakat akhir akhir ini,netral
ikan sapu sapu hidup di air tawar akhir akhir ini,netral
ikan sapu-sapu bisa dimanfaatkan masyarakat baru baru ini,positif
ikan sapu sapu banyak ditangkap warga baru baru ini,netral
masih banyak warga takut makan ikan sapu sapu,negatif
bentuk ikan sapu sapu terlihat menyeramkan tahun ini,negatif
ikan sapu-sapu menjadi topik pembicaraan warga,netral
rasa ikan sapu2 ternyata lumayan enak,positif
ikan sapu-sapu mulai sering ditemukan beberapa minggu terakhir,netral
ikan sapu-sapu berasal dari amerika selatan baru baru ini,netral
ikan sapu2 sedang ramai dibahas,netral
ikan sapu2 banyak ditemukan di daerah tertentu beberapa minggu terakhir,netral
pleco terlalu banyak di sungai baru baru ini,negatif
pleco sedang ramai dibahas di daerah saya,netral
ikan sapu-sapu memiliki ukuran yang cukup besar tahun ini,netral
ikan sapu-sapu banyak ditemukan di daerah tertentu saat ini,netral
ikan sapu2 banyak ditemukan di daerah tertentu tahun ini,netral
pleco bisa dimanfaatkan masyarakat,positif
ikan sapu2 menjadi perhatian masyarakat,netral
pleco sulit dikendalikan populasinya,negatif
ikan sapu-sapu banyak ditemukan di daerah tertentu tahun ini,netral
ikan sapu2 mulai dimanfaatkan warga sekitar sekarang ini,positif
ikan sapu2 sering dianggap hama air saat ini,negatif
masih banyak warga takut makan ikan sapu-sapu baru baru ini,negatif
ikan sapu2 memiliki bau yang tidak sedap,negatif
ikan sapu-sapu banyak ditangkap warga tahun ini,netral
ikan sapu sapu berkembang terlalu cepat belakangan ini,negatif
ikan sapu-sapu menjadi topik pembicaraan warga saat ini,netral
ikan sapu-sapu sering dianggap hama air tahun ini,negatif
masih banyak warga takut makan ikan sapu sapu tahun ini,negatif
bentuk pleco terlihat menyeramkan,negatif
pleco hidup di air tawar tahun ini,netral
pleco sekarang banyak dicari warga saat ini,positif
masih banyak warga takut makan pleco tahun ini,negatif
ikan sapu2 menarik untuk dibahas belakangan ini,positif
ikan sapu sapu memiliki ukuran yang cukup besar,netral
olahan ikan sapu2 terlihat lezat,positif
ikan sapu sapu berkembang terlalu cepat,negatif
ikan sapu-sapu banyak ditemukan di daerah tertentu,netral
ikan sapu sapu banyak ditangkap warga belakangan ini,netral
pleco sedang ramai dibahas beberapa minggu terakhir,netral
pleco hidup di air tawar sekarang ini,netral
ikan sapu2 sulit dikendalikan populasinya,negatif
ikan sapu sapu sekarang banyak dicari warga belakangan ini,positif
ikan sapu2 sedang ramai dibahas tahun ini,netral
rasa ikan sapu sapu ternyata lumayan enak,positif
ikan sapu2 berkembang terlalu cepat baru baru ini,negatif
ikan sapu sapu mulai dimanfaatkan warga sekitar,positif
pleco membuat habitat ikan lain terganggu belakangan ini,negatif
saya tidak suka melihat ikan sapu2 saat ini,negatif
ikan sapu sapu sering dianggap hama air di daerah saya,negatif
ternyata pleco enak dimakan,positif
ikan sapu2 mulai sering ditemukan,netral
ikan sapu-sapu memiliki ukuran yang cukup besar akhir akhir ini,netral
pleco membuat habitat ikan lain terganggu saat ini,negatif
ikan sapu-sapu membuat habitat ikan lain terganggu beberapa minggu terakhir,negatif
ikan sapu sapu merusak ekosistem sungai akhir akhir ini,negatif
ternyata ikan sapu2 memiliki nilai jual tahun ini,positif
ikan sapu-sapu sekarang banyak dicari warga akhir akhir ini,positif
ikan sapu2 mulai dimanfaatkan warga sekitar di daerah saya,positif
ikan sapu sapu sering dianggap hama air saat ini,negatif
olahan ikan sapu sapu terlihat lezat,positif
ikan sapu sapu sering dianggap hama air,negatif
ikan sapu-sapu memiliki ukuran yang cukup besar,netral
rasa ikan sapu2 ternyata lumayan enak tahun ini,positif
ikan sapu2 bisa dimanfaatkan masyarakat belakangan ini,positif
ikan sapu sapu hidup di air tawar di daerah saya,netral
ikan sapu sapu menjadi topik pembicaraan warga,netral
ikan sapu2 terlalu banyak di sungai,negatif
ikan sapu2 bisa dimanfaatkan masyarakat,positif
pleco membuat habitat ikan lain terganggu akhir akhir ini,negatif
ikan sapu2 menarik untuk dibahas saat ini,positif
pleco sering dianggap hama air di daerah saya,negatif
ikan sapu-sapu menjadi perhatian masyarakat,netral
ikan sapu sapu merusak ekosistem sungai belakangan ini,negatif
saya tidak suka melihat ikan sapu sapu saat ini,negatif
pleco sedang ramai dibahas,netral
ikan sapu sapu bisa jadi makanan alternatif belakangan ini,positif
ikan sapu-sapu membuat habitat ikan lain terganggu,negatif
ternyata ikan sapu sapu memiliki nilai jual,positif
ikan sapu2 membuat habitat ikan lain terganggu,negatif
rasa pleco ternyata lumayan enak,positif
ikan sapu2 merusak ekosistem sungai,negatif
ikan sapu-sapu bisa dimanfaatkan masyarakat saat ini,positif
ikan sapu-sapu sering dianggap hama air sekarang ini,negatif
ikan sapu-sapu membuat habitat ikan lain terganggu tahun ini,negatif
ikan sapu-sapu ditemukan di banyak sungai,netral
ikan sapu2 mulai dimanfaatkan warga sekitar,positif
ikan sapu-sapu berasal dari amerika selatan akhir akhir ini,netral
ikan sapu-sapu sulit dikendalikan populasinya,negatif
ikan sapu2 merusak ekosistem sungai beberapa minggu terakhir,negatif
ikan sapu sapu sulit dikendalikan populasinya tahun ini,negatif
bentuk pleco terlihat menyeramkan belakangan ini,negatif
ikan sapu sapu sulit dikendalikan populasinya,negatif
ikan sapu-sapu sekarang banyak dicari warga,positif
ikan sapu sapu sering dianggap hama air baru baru ini,negatif
pleco terlalu banyak di sungai,negatif
ikan sapu-sapu mulai sering ditemukan belakangan ini,netral
pleco memiliki ukuran yang cukup besar,netral
ikan sapu2 sering dianggap hama air,negatif
banyak orang penasaran dengan rasa ikan sapu sapu sekarang ini,positif
ikan sapu-sapu berkembang terlalu cepat,negatif
masih banyak warga takut makan ikan sapu-sapu sekarang ini,negatif
ikan sapu2 bisa jadi makanan alternatif sekarang ini,positif
ternyata pleco memiliki nilai jual akhir akhir ini,positif
ikan sapu-sapu mulai dimanfaatkan warga sekitar belakangan ini,positif
ternyata ikan sapu-sapu enak dimakan baru baru ini,positif
banyak orang penasaran dengan rasa ikan sapu2 tahun ini,positif
ikan sapu2 menjadi perhatian masyarakat sekarang ini,netral
ikan sapu-sapu memiliki bau yang tidak sedap,negatif
ikan sapu-sapu terlalu banyak di sungai tahun ini,negatif
olahan ikan sapu sapu terlihat lezat baru baru ini,positif
pleco mulai dimanfaatkan warga sekitar belakangan ini,positif
ikan sapu-sapu ditemukan di banyak sungai beberapa minggu terakhir,netral
olahan ikan sapu-sapu terlihat lezat baru baru ini,positif
masih banyak warga takut makan ikan sapu-sapu,negatif
pleco berkembang terlalu cepat,negatif
ikan sapu-sapu bisa jadi makanan alternatif sekarang ini,positif
ikan sapu sapu mulai sering ditemukan saat ini,netral
ikan sapu sapu terlalu banyak di sungai sekarang ini,negatif
pleco berkembang terlalu cepat sekarang ini,negatif
ikan sapu sapu merusak ekosistem sungai tahun ini,negatif
ikan sapu sapu terlalu banyak di sungai saat ini,negatif
ikan sapu sapu sering dianggap hama air beberapa minggu terakhir,negatif
ikan sapu sapu memiliki bau yang tidak sedap belakangan ini,negatif
pleco ditemukan di banyak sungai beberapa minggu terakhir,netral
ikan sapu2 membuat habitat ikan lain terganggu beberapa minggu terakhir,negatif
ikan sapu2 bisa jadi makanan alternatif,positif
ternyata pleco enak dimakan tahun ini,positif
pleco sering dianggap hama air belakangan ini,negatif
rasa ikan sapu2 ternyata lumayan enak sekarang ini,positif
ikan sapu-sapu berkembang terlalu cepat belakangan ini,negatif
ikan sapu sapu memiliki bau yang tidak sedap baru baru ini,negatif
ikan sapu sapu bisa jadi makanan alternatif,positif
pleco bisa jadi makanan alternatif belakangan ini,positif
ikan sapu2 bisa jadi makanan alternatif baru baru ini,positif
ikan sapu2 memiliki ukuran yang cukup besar saat ini,netral
ikan sapu2 membuat habitat ikan lain terganggu akhir akhir ini,negatif
pleco hidup di air tawar belakangan ini,netral
ikan sapu2 memiliki bau yang tidak sedap di daerah saya,negatif
ikan sapu sapu sulit dikendalikan populasinya baru baru ini,negatif
banyak orang penasaran dengan rasa ikan sapu sapu belakangan ini,positif
pleco mulai dimanfaatkan warga sekitar akhir akhir ini,positif
ternyata pleco memiliki nilai jual tahun ini,positif
ikan sapu sapu mulai sering ditemukan beberapa minggu terakhir,netral
ikan sapu-sapu mulai dimanfaatkan warga sekitar akhir akhir ini,positif
bentuk ikan sapu2 terlihat menyeramkan,negatif
pleco ditemukan di banyak sungai baru baru ini,netral
pleco mulai sering ditemukan,netral
ikan sapu sapu menjadi perhatian masyarakat baru baru ini,netral
saya tidak suka melihat pleco belakangan ini,negatif
ikan sapu2 sedang ramai dibahas baru baru ini,netral
ikan sapu2 terlalu banyak di sungai belakangan ini,negatif
bentuk ikan sapu-sapu terlihat menyeramkan,negatif
masih banyak warga takut makan pleco akhir akhir ini,negatif
ikan sapu2 sering dianggap hama air di daerah saya,negatif
olahan ikan sapu2 terlihat lezat akhir akhir ini,positif
ikan sapu-sapu hidup di air tawar di daerah saya,netral
ternyata ikan sapu sapu enak dimakan akhir akhir ini,positif
ikan sapu sapu ditemukan di banyak sungai belakangan ini,netral
pleco sulit dikendalikan populasinya sekarang ini,negatif
ikan sapu-sapu bisa dimanfaatkan masyarakat,positif
ternyata ikan sapu sapu memiliki nilai jual sekarang ini,positif
ikan sapu-sapu terlalu banyak di sungai,negatif
ikan sapu sapu berasal dari amerika selatan akhir akhir ini,netral
ternyata pleco memiliki nilai jual belakangan ini,positif
ikan sapu2 banyak ditemukan di daerah tertentu,netral
ternyata ikan sapu2 enak dimakan saat ini,positif
ikan sapu2 hidup di air tawar belakangan ini,netral
saya tidak suka melihat ikan sapu sapu,negatif
pleco banyak ditangkap warga,netral
"Musuh pemancingan juga ikan sapu2, kalau ikan di ngumpul umpan kita gak bakal di makan ikan endemik. Parah pokok nya. Sebel nya lagi pas strike malah dapat ikan itu . Hmb",Negatif
"letak sapunya di mna,kok gak ada ikan sapu2nya",Negatif
Pembasmi ikan sapu sapu itu adalah berang berang raksasa tetapi di Indonesia berang berang raksasa itu tidak ada berang berang raksasa hanya ada di Amazon Amerika Serikat????,Negatif
Ikan yang laain gak ada  lagi kah seperti ikaan nila patin enak itu ?? ikan sapu2 aja,Negatif
Cipok ??,Negatif
"Jalax tebar di senayan, byk ikan sapu2 disana??",Positif
Biawak nya dimakan orang. Ularnya di makan orang. Buaya dimakan orang. Ikan sapu sapu ga ada pemangsanya. Sang pemangsa utama yaitu manusia tidak suka ikan sapu sapu????????,Negatif
Jadi bpk fitriajin ini mencari ikan sapu2 di jual sama tukang bakso.,Negatif
"Kalok dindonesia diinvasi ikan jelek,kalok di Amerika diinvasi ikan mas",Negatif
Di brazil org makan ikan sapu sapu ni .sy ad kawan asli org brazil mereka mkn ikan ni katanya rasa mcm ikan lainnya,Positif
"Lebih baik bersih2 para koruptor dan di kubur hidup2... 

Ikan sapu2 ciptaan Tuhan dia diciptakan dlm keadaan seperti itu, lebih baik di kasih tempat jngn di kubur hidup2",Negatif
"Ada ikan bisa hidup di area situ aja gua kagum.. Dari jembatan skywalk aja dah bau beut, apalagi pas kemarau.",Positif
"Ciri siomay pake ikan sapu"" tuh bau nya amis sedikit bau kaya besi lumpur gitu nah udh pasti tuh pake ikan sapu"" sepengalaman gua beli somay di jkrta . Klu somay yg enak itu klu mau beli di org sunda asli biasanya mereka jujur pke ikan tenggiri biarpun mahalan tpi enak",Positif
Lumayan tuh buat bikin siomay tapi tetep gak abis2 tu ikan sapu-sapu,Positif
